2019-06-23 17:39:43.618  INFO 3656 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2019-06-23 17:39:43.661  INFO 3656 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2019-06-23 17:39:43.662  INFO 3656 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-06-23 17:39:43.671  INFO 3656 --- [main] o.a.catalina.core.AprLifecycleListener   : The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_162\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_162/bin/server;C:/Program Files/Java/jre1.8.0_162/bin;C:/Program Files/Java/jre1.8.0_162/lib/amd64;C:\app\Amiti\virtual\product\12.2.0\dbhome_1\bin;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Java\jdk1.8.0_162\bin;C:\WINDOWS\System32\OpenSSH\;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\Program Files\nodejs\;C:\Ruby25-x64\bin;C:\Users\Amiti\AppData\Local\Microsoft\WindowsApps;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Program Files\Java\jdk1.8.0_162;C:\Program Files\Java\jdk1.8.0_162\bin\jar.exe;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc\oc.exe;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\apache-ant-1.6.5\bin;C:\Users\Amiti\AppData\Local\GitHubDesktop\bin;C:\Users\Amiti\AppData\Roaming\npm;D:\sts-4.1.1.RELEASE;;.]
2019-06-23 17:39:43.906  INFO 3656 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2019-06-23 17:39:43.906  INFO 3656 --- [main] o.s.web.context.ContextLoader            : Root WebApplicationContext: initialization completed in 2321 ms
2019-06-23 17:39:44.072  INFO 3656 --- [main] org.rainbow.finance.configs.AppConfig    : ----------Initializing app custom configuration------------
2019-06-23 17:39:44.073  INFO 3656 --- [main] org.rainbow.finance.configs.AppConfig    : ---App back-up dir backup already exists----
2019-06-23 17:39:44.073  INFO 3656 --- [main] org.rainbow.finance.configs.AppConfig    : ----------App Initialization finished---------
2019-06-23 17:39:44.270  INFO 3656 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2019-06-23 17:39:44.448  INFO 3656 --- [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page template: index
2019-06-23 17:39:44.502  INFO 3656 --- [main] o.s.s.c.ThreadPoolTaskScheduler          : Initializing ExecutorService 'taskScheduler'
2019-06-23 17:39:44.590  INFO 3656 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2019-06-23 17:39:44.595  INFO 3656 --- [main] org.rainbow.finance.RainbowApplication   : Started RainbowApplication in 3.842 seconds (JVM running for 5.011)
2019-06-23 17:39:46.578  INFO 3656 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-06-23 17:39:46.578  INFO 3656 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2019-06-23 17:39:46.586  INFO 3656 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 7 ms
2019-06-23 17:42:21.093  INFO 3656 --- [RMI TCP Connection(4)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2019-06-23 17:42:21.098  INFO 3656 --- [RMI TCP Connection(4)-127.0.0.1] o.s.s.c.ThreadPoolTaskScheduler          : Shutting down ExecutorService 'taskScheduler'
2019-06-23 17:42:21.100  INFO 3656 --- [RMI TCP Connection(4)-127.0.0.1] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2019-06-23 17:42:37.905  INFO 5880 --- [main] org.rainbow.finance.RainbowApplication   : Starting RainbowApplication on Anish with PID 5880 (C:\Users\Amiti\git\repository\work-holic\rainbow\target\classes started by Amiti in C:\Users\Amiti\git\repository\work-holic\rainbow)
2019-06-23 17:42:37.928  INFO 5880 --- [main] org.rainbow.finance.RainbowApplication   : No active profile set, falling back to default profiles: default
2019-06-23 17:42:39.429  INFO 5880 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2019-06-23 17:42:39.458  INFO 5880 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2019-06-23 17:42:39.458  INFO 5880 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-06-23 17:42:39.466  INFO 5880 --- [main] o.a.catalina.core.AprLifecycleListener   : The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_162\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_162/bin/server;C:/Program Files/Java/jre1.8.0_162/bin;C:/Program Files/Java/jre1.8.0_162/lib/amd64;C:\app\Amiti\virtual\product\12.2.0\dbhome_1\bin;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Java\jdk1.8.0_162\bin;C:\WINDOWS\System32\OpenSSH\;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\Program Files\nodejs\;C:\Ruby25-x64\bin;C:\Users\Amiti\AppData\Local\Microsoft\WindowsApps;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Program Files\Java\jdk1.8.0_162;C:\Program Files\Java\jdk1.8.0_162\bin\jar.exe;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc\oc.exe;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\apache-ant-1.6.5\bin;C:\Users\Amiti\AppData\Local\GitHubDesktop\bin;C:\Users\Amiti\AppData\Roaming\npm;D:\sts-4.1.1.RELEASE;;.]
2019-06-23 17:42:39.662  INFO 5880 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2019-06-23 17:42:39.663  INFO 5880 --- [main] o.s.web.context.ContextLoader            : Root WebApplicationContext: initialization completed in 1679 ms
2019-06-23 17:42:39.825  INFO 5880 --- [main] org.rainbow.finance.configs.AppConfig    : ----------Initializing app custom configuration------------
2019-06-23 17:42:39.825  INFO 5880 --- [main] org.rainbow.finance.configs.AppConfig    : ---App back-up dir backup already exists----
2019-06-23 17:42:39.825  INFO 5880 --- [main] org.rainbow.finance.configs.AppConfig    : ----------App Initialization finished---------
2019-06-23 17:42:40.040  INFO 5880 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2019-06-23 17:42:40.226  INFO 5880 --- [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page template: index
2019-06-23 17:42:40.274  INFO 5880 --- [main] o.s.s.c.ThreadPoolTaskScheduler          : Initializing ExecutorService 'taskScheduler'
2019-06-23 17:42:40.375  INFO 5880 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2019-06-23 17:42:40.379  INFO 5880 --- [main] org.rainbow.finance.RainbowApplication   : Started RainbowApplication in 2.983 seconds (JVM running for 4.027)
2019-06-23 17:42:57.805  INFO 5880 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-06-23 17:42:57.808  INFO 5880 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2019-06-23 17:42:57.820  INFO 5880 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 11 ms
2019-06-23 17:45:04.410  INFO 5880 --- [RMI TCP Connection(3)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2019-06-23 17:45:04.415  INFO 5880 --- [RMI TCP Connection(3)-127.0.0.1] o.s.s.c.ThreadPoolTaskScheduler          : Shutting down ExecutorService 'taskScheduler'
2019-06-23 17:45:04.417  INFO 5880 --- [RMI TCP Connection(3)-127.0.0.1] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2019-06-23 17:45:14.411  INFO 12588 --- [main] org.rainbow.finance.RainbowApplication   : Starting RainbowApplication on Anish with PID 12588 (C:\Users\Amiti\git\repository\work-holic\rainbow\target\classes started by Amiti in C:\Users\Amiti\git\repository\work-holic\rainbow)
2019-06-23 17:45:14.421  INFO 12588 --- [main] org.rainbow.finance.RainbowApplication   : No active profile set, falling back to default profiles: default
2019-06-23 17:45:16.050  INFO 12588 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2019-06-23 17:45:16.078  INFO 12588 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2019-06-23 17:45:16.079  INFO 12588 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-06-23 17:45:16.086  INFO 12588 --- [main] o.a.catalina.core.AprLifecycleListener   : The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_162\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_162/bin/server;C:/Program Files/Java/jre1.8.0_162/bin;C:/Program Files/Java/jre1.8.0_162/lib/amd64;C:\app\Amiti\virtual\product\12.2.0\dbhome_1\bin;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Java\jdk1.8.0_162\bin;C:\WINDOWS\System32\OpenSSH\;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\Program Files\nodejs\;C:\Ruby25-x64\bin;C:\Users\Amiti\AppData\Local\Microsoft\WindowsApps;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Program Files\Java\jdk1.8.0_162;C:\Program Files\Java\jdk1.8.0_162\bin\jar.exe;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc\oc.exe;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\apache-ant-1.6.5\bin;C:\Users\Amiti\AppData\Local\GitHubDesktop\bin;C:\Users\Amiti\AppData\Roaming\npm;D:\sts-4.1.1.RELEASE;;.]
2019-06-23 17:45:16.273  INFO 12588 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2019-06-23 17:45:16.273  INFO 12588 --- [main] o.s.web.context.ContextLoader            : Root WebApplicationContext: initialization completed in 1763 ms
2019-06-23 17:45:16.417  INFO 12588 --- [main] org.rainbow.finance.configs.AppConfig    : ----------Initializing app custom configuration------------
2019-06-23 17:45:16.418  INFO 12588 --- [main] org.rainbow.finance.configs.AppConfig    : ---App back-up dir backup already exists----
2019-06-23 17:45:16.418  INFO 12588 --- [main] org.rainbow.finance.configs.AppConfig    : ----------App Initialization finished---------
2019-06-23 17:45:16.629  INFO 12588 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2019-06-23 17:45:16.825  INFO 12588 --- [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page template: index
2019-06-23 17:45:16.878  INFO 12588 --- [main] o.s.s.c.ThreadPoolTaskScheduler          : Initializing ExecutorService 'taskScheduler'
2019-06-23 17:45:16.969  INFO 12588 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2019-06-23 17:45:16.974  INFO 12588 --- [main] org.rainbow.finance.RainbowApplication   : Started RainbowApplication in 3.45 seconds (JVM running for 4.612)
2019-06-23 17:45:20.666  INFO 12588 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-06-23 17:45:20.666  INFO 12588 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2019-06-23 17:45:20.676  INFO 12588 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 10 ms
2019-06-23 17:45:36.924  INFO 12588 --- [RMI TCP Connection(3)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2019-06-23 17:45:36.927  INFO 12588 --- [RMI TCP Connection(3)-127.0.0.1] o.s.s.c.ThreadPoolTaskScheduler          : Shutting down ExecutorService 'taskScheduler'
2019-06-23 17:45:36.928  INFO 12588 --- [RMI TCP Connection(3)-127.0.0.1] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2019-06-23 17:45:54.794  INFO 7252 --- [main] org.rainbow.finance.RainbowApplication   : Starting RainbowApplication on Anish with PID 7252 (C:\Users\Amiti\git\repository\work-holic\rainbow\target\classes started by Amiti in C:\Users\Amiti\git\repository\work-holic\rainbow)
2019-06-23 17:45:54.799  INFO 7252 --- [main] org.rainbow.finance.RainbowApplication   : No active profile set, falling back to default profiles: default
2019-06-23 17:45:56.200  INFO 7252 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2019-06-23 17:45:56.226  INFO 7252 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2019-06-23 17:45:56.226  INFO 7252 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-06-23 17:45:56.233  INFO 7252 --- [main] o.a.catalina.core.AprLifecycleListener   : The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_162\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_162/bin/server;C:/Program Files/Java/jre1.8.0_162/bin;C:/Program Files/Java/jre1.8.0_162/lib/amd64;C:\app\Amiti\virtual\product\12.2.0\dbhome_1\bin;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Java\jdk1.8.0_162\bin;C:\WINDOWS\System32\OpenSSH\;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\Program Files\nodejs\;C:\Ruby25-x64\bin;C:\Users\Amiti\AppData\Local\Microsoft\WindowsApps;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Program Files\Java\jdk1.8.0_162;C:\Program Files\Java\jdk1.8.0_162\bin\jar.exe;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc\oc.exe;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\apache-ant-1.6.5\bin;C:\Users\Amiti\AppData\Local\GitHubDesktop\bin;C:\Users\Amiti\AppData\Roaming\npm;D:\sts-4.1.1.RELEASE;;.]
2019-06-23 17:45:56.403  INFO 7252 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2019-06-23 17:45:56.403  INFO 7252 --- [main] o.s.web.context.ContextLoader            : Root WebApplicationContext: initialization completed in 1555 ms
2019-06-23 17:45:56.556  INFO 7252 --- [main] org.rainbow.finance.configs.AppConfig    : ----------Initializing app custom configuration------------
2019-06-23 17:45:56.557  INFO 7252 --- [main] org.rainbow.finance.configs.AppConfig    : ---App back-up dir backup already exists----
2019-06-23 17:45:56.557  INFO 7252 --- [main] org.rainbow.finance.configs.AppConfig    : ----------App Initialization finished---------
2019-06-23 17:45:56.789  INFO 7252 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2019-06-23 17:45:56.941  INFO 7252 --- [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page template: index
2019-06-23 17:45:56.990  INFO 7252 --- [main] o.s.s.c.ThreadPoolTaskScheduler          : Initializing ExecutorService 'taskScheduler'
2019-06-23 17:45:57.087  INFO 7252 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2019-06-23 17:45:57.091  INFO 7252 --- [main] org.rainbow.finance.RainbowApplication   : Started RainbowApplication in 2.806 seconds (JVM running for 4.02)
2019-06-23 17:47:03.137  INFO 7252 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-06-23 17:47:03.137  INFO 7252 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2019-06-23 17:47:03.145  INFO 7252 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 8 ms
2019-06-23 17:47:53.252  INFO 7252 --- [RMI TCP Connection(3)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2019-06-23 17:47:53.256  INFO 7252 --- [RMI TCP Connection(3)-127.0.0.1] o.s.s.c.ThreadPoolTaskScheduler          : Shutting down ExecutorService 'taskScheduler'
2019-06-23 17:47:53.258  INFO 7252 --- [RMI TCP Connection(3)-127.0.0.1] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2019-06-23 17:48:02.184  INFO 11792 --- [main] org.rainbow.finance.RainbowApplication   : Starting RainbowApplication on Anish with PID 11792 (C:\Users\Amiti\git\repository\work-holic\rainbow\target\classes started by Amiti in C:\Users\Amiti\git\repository\work-holic\rainbow)
2019-06-23 17:48:02.192  INFO 11792 --- [main] org.rainbow.finance.RainbowApplication   : No active profile set, falling back to default profiles: default
2019-06-23 17:48:04.011  INFO 11792 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2019-06-23 17:48:04.041  INFO 11792 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2019-06-23 17:48:04.042  INFO 11792 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-06-23 17:48:04.051  INFO 11792 --- [main] o.a.catalina.core.AprLifecycleListener   : The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_162\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_162/bin/server;C:/Program Files/Java/jre1.8.0_162/bin;C:/Program Files/Java/jre1.8.0_162/lib/amd64;C:\app\Amiti\virtual\product\12.2.0\dbhome_1\bin;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Java\jdk1.8.0_162\bin;C:\WINDOWS\System32\OpenSSH\;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\Program Files\nodejs\;C:\Ruby25-x64\bin;C:\Users\Amiti\AppData\Local\Microsoft\WindowsApps;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Program Files\Java\jdk1.8.0_162;C:\Program Files\Java\jdk1.8.0_162\bin\jar.exe;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc\oc.exe;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\apache-ant-1.6.5\bin;C:\Users\Amiti\AppData\Local\GitHubDesktop\bin;C:\Users\Amiti\AppData\Roaming\npm;D:\sts-4.1.1.RELEASE;;.]
2019-06-23 17:48:04.239  INFO 11792 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2019-06-23 17:48:04.239  INFO 11792 --- [main] o.s.web.context.ContextLoader            : Root WebApplicationContext: initialization completed in 1985 ms
2019-06-23 17:48:04.402  INFO 11792 --- [main] org.rainbow.finance.configs.AppConfig    : ----------Initializing app custom configuration------------
2019-06-23 17:48:04.402  INFO 11792 --- [main] org.rainbow.finance.configs.AppConfig    : ---App back-up dir backup already exists----
2019-06-23 17:48:04.403  INFO 11792 --- [main] org.rainbow.finance.configs.AppConfig    : ----------App Initialization finished---------
2019-06-23 17:48:04.609  INFO 11792 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2019-06-23 17:48:04.802  INFO 11792 --- [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page template: index
2019-06-23 17:48:04.862  INFO 11792 --- [main] o.s.s.c.ThreadPoolTaskScheduler          : Initializing ExecutorService 'taskScheduler'
2019-06-23 17:48:04.947  INFO 11792 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2019-06-23 17:48:04.953  INFO 11792 --- [main] org.rainbow.finance.RainbowApplication   : Started RainbowApplication in 3.406 seconds (JVM running for 4.783)
2019-06-23 17:48:17.194  INFO 11792 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-06-23 17:48:17.195  INFO 11792 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2019-06-23 17:48:17.208  INFO 11792 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 13 ms
2019-06-23 17:49:20.230  INFO 11792 --- [RMI TCP Connection(3)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2019-06-23 17:49:20.234  INFO 11792 --- [RMI TCP Connection(3)-127.0.0.1] o.s.s.c.ThreadPoolTaskScheduler          : Shutting down ExecutorService 'taskScheduler'
2019-06-23 17:49:20.236  INFO 11792 --- [RMI TCP Connection(3)-127.0.0.1] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2019-06-23 17:49:58.159  INFO 12084 --- [main] org.rainbow.finance.RainbowApplication   : Starting RainbowApplication on Anish with PID 12084 (C:\Users\Amiti\git\repository\work-holic\rainbow\target\classes started by Amiti in C:\Users\Amiti\git\repository\work-holic\rainbow)
2019-06-23 17:49:58.164  INFO 12084 --- [main] org.rainbow.finance.RainbowApplication   : No active profile set, falling back to default profiles: default
2019-06-23 17:49:59.671  INFO 12084 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2019-06-23 17:49:59.698  INFO 12084 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2019-06-23 17:49:59.699  INFO 12084 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-06-23 17:49:59.707  INFO 12084 --- [main] o.a.catalina.core.AprLifecycleListener   : The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_162\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_162/bin/server;C:/Program Files/Java/jre1.8.0_162/bin;C:/Program Files/Java/jre1.8.0_162/lib/amd64;C:\app\Amiti\virtual\product\12.2.0\dbhome_1\bin;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Java\jdk1.8.0_162\bin;C:\WINDOWS\System32\OpenSSH\;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\Program Files\nodejs\;C:\Ruby25-x64\bin;C:\Users\Amiti\AppData\Local\Microsoft\WindowsApps;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Program Files\Java\jdk1.8.0_162;C:\Program Files\Java\jdk1.8.0_162\bin\jar.exe;C:\Python27;C:\Python27\Scripts;C:\Program Files (x86)\GnuWin32\bin;C:\Program Files\SlikSvn\bin;E:\oc\oc.exe;C:\apache-maven-3.5.2\bin;D:\jboss-eap-6.4;C:\apache-ant-1.6.5\bin;C:\Users\Amiti\AppData\Local\GitHubDesktop\bin;C:\Users\Amiti\AppData\Roaming\npm;D:\sts-4.1.1.RELEASE;;.]
2019-06-23 17:49:59.899  INFO 12084 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2019-06-23 17:49:59.900  INFO 12084 --- [main] o.s.web.context.ContextLoader            : Root WebApplicationContext: initialization completed in 1669 ms
2019-06-23 17:50:00.078  INFO 12084 --- [main] org.rainbow.finance.configs.AppConfig    : ----------Initializing app custom configuration------------
2019-06-23 17:50:00.079  INFO 12084 --- [main] org.rainbow.finance.configs.AppConfig    : ---App back-up dir backup already exists----
2019-06-23 17:50:00.079  INFO 12084 --- [main] org.rainbow.finance.configs.AppConfig    : ----------App Initialization finished---------
2019-06-23 17:50:00.295  INFO 12084 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2019-06-23 17:50:00.627  INFO 12084 --- [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page template: index
2019-06-23 17:50:00.718  INFO 12084 --- [main] o.s.s.c.ThreadPoolTaskScheduler          : Initializing ExecutorService 'taskScheduler'
2019-06-23 17:50:00.837  INFO 12084 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
